Density,True Radius (m),Radius (m),Mass (kg),LogXSgamABe6Nave,LogXSgamABe7Nave,LogXSgamPROe-2Nave,LogXSgamPROe-1Nave,LogXSgamPROe4Nave,LogXSgamPROe5Nave,LogXSgamPROe7Nave,LogXSalphaPROe-2Nave,LogXSalphaPROe-1Nave,LogXSalphaPROe4Nave,LogXSalphaPROe5Nave,LogXSalphaPROe6Nave,LogXSalphaPROe7Nave,LogXSelasticE-2Nave,LogXSelasticE-1Nave,LogXSelasticE4Nave,LogXSelasticE5Nave,LogXSelasticE6Nave,LogXSelasticE7Nave,LogPeakElasticNave,LogPeakAlphaNave,LogPeakGANave,LogPeakGENave,Log Sum Doses
19300,2.732773333,1.6764,263884.2758,-8.691793984,-6.096042291,-3.301029996,-4,-5.698970004,-5.000711535,-4.526106548,-1000,-1000,-1000,-1000,-1000,-5.99910194,1.810113597,1.576092407,1.496538635,1.903089987,1.041392685,-0.638980905,4,-7.096910013,-5.397940009,4,-24.08589764
